sample_id,url,domain,domain_age_days,whois_privacy,cert_valid,cert_hostname_match,has_mx,has_spf,collection_timestamp
207,http://www.alphatv.gr/products/view/123,www.alphatv.gr,-1,0,1,1,0,0,2026-08-24T16:15:20.318284
190,http://www.betweendigital.com/search,www.betweendigital.com,-1,0,1,1,1,0,2026-08-24T16:15:17.786962
202,http://www.cmu.edu/assets/css/style.css?ref=twitter,www.cmu.edu,-1,0,1,1,0,0,2026-08-24T16:15:20.217831
223,http://34.in-addr.arpa/login?q=test,34.in-addr.arpa,-1,0,0,0,0,0,2026-08-24T16:15:22.869256
211,http://www.avjb.com/download,www.avjb.com,-1,0,1,1,0,0,2026-08-24T16:15:21.559974
224,http://capcut.com/?action=verify&token=abcxyz123abcxyz123abcxyz123abcxyz123abcxyz123abcxyz123abcxyz123abcxyz123,capcut.com,-1,0,1,1,1,0,2026-08-24T16:15:22.971535
222,http://www.blacktoon410.com/wp-content/uploads/image.jpg,www.blacktoon410.com,-1,0,1,1,0,0,2026-08-24T16:15:22.876425
227,http://buzzfeednews.com/login?token=abcxyz123,buzzfeednews.com,-1,0,1,1,1,0,2026-08-24T16:15:23.445914
228,http://bsclink.cn/search?utm_source=newsletter&utm_medium=email,bsclink.cn,-1,0,0,0,0,0,2026-08-24T16:15:23.769450
231,http://www.shopeeid539.blogspot.com/,www.shopeeid539.blogspot.com,-1,0,1,1,0,0,2026-08-24T16:15:23.848095
229,http://www.shopee-indonesia2023.blogspot.com/,www.shopee-indonesia2023.blogspot.com,-1,0,1,1,0,0,2026-08-24T16:15:23.465549
233,http://www.ptshopeeei.blogspot.com/,www.ptshopeeei.blogspot.com,-1,0,1,1,0,0,2026-08-24T16:15:23.995982
225,http://www.amemv.com/api/v1/users,www.amemv.com,-1,0,1,1,0,0,2026-08-24T16:15:24.763905
184,http://bms.com,bms.com,-1,0,1,1,1,0,2026-08-24T16:15:24.395713
215,http://www.clara.net/register,www.clara.net,-1,0,1,1,0,0,2026-08-24T16:15:24.085786
216,http://dns2.co.za/products/view/123,dns2.co.za,-1,0,0,0,1,0,2026-08-24T16:15:24.401709
235,http://www.instagram-tip.blogspot.com/,www.instagram-tip.blogspot.com,-1,0,1,1,0,0,2026-08-24T16:15:24.903628
230,http://andhrajyothy.com/api/v1/users,andhrajyothy.com,-1,0,1,1,1,0,2026-08-24T16:15:25.533482
237,http://www.dnb.com/contact,www.dnb.com,-1,0,1,1,0,0,2026-08-24T16:15:28.139300
238,http://blackhub.team/wp-content/uploads/image.jpg,blackhub.team,-1,0,1,1,1,0,2026-08-24T16:15:28.132060
214,https://1url.at/www/robloxcom-users-27414222473-profile,1url.at,-1,0,1,0,0,0,2026-08-24T16:15:27.902357
243,http://anichin.cafe/wp-content/uploads/image.jpg?utm_source=newsletter&utm_medium=email,anichin.cafe,-1,0,1,1,0,0,2026-08-24T16:15:28.555752
199,http://www.accor.com/blog/article-name-here,www.accor.com,-1,0,1,1,0,0,2026-08-24T16:15:28.168283
236,http://www.dotmetrics.net/contact?token=abcxyz123,www.dotmetrics.net,-1,0,1,1,0,0,2026-08-24T16:15:28.603953
244,http://www.shopee1227.blogspot.com/,www.shopee1227.blogspot.com,-1,0,1,1,0,0,2026-08-24T16:15:28.805431
221,http://alipay.com/products/view/123?page=2,alipay.com,-1,0,1,1,1,0,2026-08-24T16:15:25.881014
240,http://www.drift-pixel.ai/products/view/123,www.drift-pixel.ai,-1,0,1,1,0,0,2026-08-24T16:15:29.625958
246,http://www.bbc.co.uk/products/view/123,www.bbc.co.uk,-1,0,1,1,0,0,2026-08-24T16:15:29.369603
232,http://aniview.com/login,aniview.com,-1,0,1,1,1,0,2026-08-24T16:15:27.876269
245,http://cloud.com,cloud.com,-1,0,1,1,1,0,2026-08-24T16:15:30.250918
247,http://www.assetsconfigcdn.org/api/v1/users,www.assetsconfigcdn.org,-1,0,1,0,0,0,2026-08-24T16:15:30.494730
252,https://www.facebookbigeronline.blogspot.com/,www.facebookbigeronline.blogspot.com,-1,0,1,1,0,0,2026-08-24T16:15:30.849500
198,http://actionverb.com/blog/article-name-here,actionverb.com,-1,0,1,1,1,0,2026-08-24T16:15:29.694279
209,http://britishairways.com/search?id=123,britishairways.com,-1,0,1,1,1,0,2026-08-24T16:15:29.874712
251,http://delta-executor.com/products/view/123,delta-executor.com,-1,0,1,1,0,0,2026-08-24T16:15:31.303090
255,https://www.rest-facebook.blogspot.com/,www.rest-facebook.blogspot.com,-1,0,1,1,0,0,2026-08-24T16:15:31.383753
250,https://facebookloginapp.blogspot.com/,facebookloginapp.blogspot.com,-1,0,1,1,0,0,2026-08-24T16:15:30.606446
241,http://cribl.cloud/download,cribl.cloud,-1,0,1,1,0,0,2026-08-24T16:15:29.626414
261,https://www.mobilelegendsindonesia.blogspot.com/,www.mobilelegendsindonesia.blogspot.com,-1,0,1,1,0,0,2026-08-24T16:15:32.258142
253,http://www.dpbossss.boston/search,www.dpbossss.boston,-1,0,1,1,0,0,2026-08-24T16:15:32.263832
248,http://www.3iskk.xyz/contact,www.3iskk.xyz,-1,0,1,1,0,0,2026-08-24T16:15:31.649581
263,https://bafkreicxp2hbvp2pgwq7b4t6tl4xc2ip6lepycm4b7hrff5lgpiotnzrdq.ipfs.dweb.link/,bafkreicxp2hbvp2pgwq7b4t6tl4xc2ip6lepycm4b7hrff5lgpiotnzrdq.ipfs.dweb.link,-1,0,1,1,0,0,2026-08-24T16:15:32.893991
249,http://complex.com/contact,complex.com,-1,0,1,1,1,0,2026-08-24T16:15:32.195102
226,http://barnesandnoble.com/about?utm_source=newsletter&utm_medium=email,barnesandnoble.com,-1,0,1,1,1,0,2026-08-24T16:15:32.644936
256,http://apartments.com,apartments.com,-1,0,1,1,1,0,2026-08-24T16:15:32.455642
266,http://www.crocobet.com/assets/css/style.css,www.crocobet.com,-1,0,1,1,0,0,2026-08-24T16:15:33.505969
267,https://www.logintoyahoo.blogspot.com/,www.logintoyahoo.blogspot.com,-1,0,1,1,0,0,2026-08-24T16:15:33.548466
258,http://codepen.io/index.html,codepen.io,-1,0,1,1,1,0,2026-08-24T16:15:33.548277
269,https://www.shopeemart1212.blogspot.com/,www.shopeemart1212.blogspot.com,-1,0,1,1,0,0,2026-08-24T16:15:33.917438
268,http://www.undianshopee-2021.blogspot.com/,www.undianshopee-2021.blogspot.com,-1,0,1,1,0,0,2026-08-24T16:15:33.816524
264,http://www.avito.ru/search,www.avito.ru,-1,0,1,1,0,0,2026-08-24T16:15:32.893306
277,https://www.pt-shopee435.blogspot.com/,www.pt-shopee435.blogspot.com,-1,0,1,1,0,0,2026-08-24T16:15:35.064371
262,http://dw.com,dw.com,-1,0,1,1,1,0,2026-08-24T16:15:34.547243
270,http://www.ptshopee699.blogspot.com/,www.ptshopee699.blogspot.com,-1,0,1,1,0,0,2026-08-24T16:15:34.196712
234,http://www.3m.com/wp-content/uploads/image.jpg,www.3m.com,-1,0,1,1,0,0,2026-08-24T16:15:34.428365
254,http://doofinder.com,doofinder.com,-1,0,0,0,1,0,2026-08-24T16:15:34.469864
220,http://cybertrust.com/register,cybertrust.com,-1,0,0,0,1,0,2026-08-24T16:15:34.521731
265,http://cfe.mx/about,cfe.mx,-1,0,1,1,1,0,2026-08-24T16:15:34.043118
272,http://awsdns-57.net,awsdns-57.net,-1,0,0,0,0,0,2026-08-24T16:15:35.935177
275,http://www.awsdns-40.com/contact,www.awsdns-40.com,-1,0,0,0,0,0,2026-08-24T16:15:36.209331
274,http://www.ap.org/blog/article-name-here?lang=en,www.ap.org,-1,0,1,1,0,0,2026-08-24T16:15:36.262515
271,http://www.15847.xyz/,www.15847.xyz,-1,0,1,1,0,0,2026-08-24T16:15:36.457033
259,http://beeg.porn/contact?id=123,beeg.porn,-1,0,0,0,0,0,2026-08-24T16:15:35.805686
283,http://www.bigrockservers.com/register?redirect_url=https%3A%2F%2Fexample.com%2Fdashboard&session_id=abcdef1234567890abcdef1234567890,www.bigrockservers.com,-1,0,0,0,0,0,2026-08-24T16:15:37.066337
280,http://britishcouncil.org/api/v1/users?lang=en,britishcouncil.org,-1,0,1,1,1,0,2026-08-24T16:15:36.568592
239,http://adidas.com/assets/css/style.css?id=123,adidas.com,-1,0,0,0,1,0,2026-08-24T16:15:37.446953
285,http://www.staking5portfolio.blogspot.com/,www.staking5portfolio.blogspot.com,-1,0,1,1,0,0,2026-08-24T16:15:37.097583
279,http://www.awsdns-61.net/contact,www.awsdns-61.net,-1,0,0,0,0,0,2026-08-24T16:15:38.136049
292,https://www.instagramcheck.blogspot.com/,www.instagramcheck.blogspot.com,-1,0,1,1,0,0,2026-08-24T16:15:38.142999
288,http://pemenang67.blogspot.com/,pemenang67.blogspot.com,-1,0,1,1,0,0,2026-08-24T16:15:37.490458
257,http://www.chsi.com.cn/api/v1/users,www.chsi.com.cn,-1,0,0,0,0,0,2026-08-24T16:15:37.672668
282,http://www.arabxn.sex/products/view/123?utm_source=newsletter&utm_medium=email,www.arabxn.sex,-1,0,1,1,0,0,2026-08-24T16:15:38.705569
284,http://contextweb.com/download?action=verify&token=abcxyz123abcxyz123abcxyz123abcxyz123abcxyz123abcxyz123abcxyz123abcxyz123,contextweb.com,-1,0,1,1,1,0,2026-08-24T16:15:38.996529
281,http://www.allsectech.com/blog/article-name-here,www.allsectech.com,-1,0,1,1,0,0,2026-08-24T16:15:38.907873
278,http://check24.de,check24.de,-1,0,1,1,1,0,2026-08-24T16:15:36.368725
286,http://www.discord.com/search,www.discord.com,-1,0,1,1,0,0,2026-08-24T16:15:41.215355
291,http://booking.com,booking.com,-1,0,1,1,1,0,2026-08-24T16:15:38.507838
287,http://aznude.com,aznude.com,-1,0,0,0,0,0,2026-08-24T16:15:41.215184
300,http://www.af.mil/about,www.af.mil,-1,0,1,1,0,0,2026-08-24T16:15:42.475282
296,https://ep-nl-q161bsmx7kzq-hgezftgqa7f2g8am.z02.azurefd.net/Win20Errfb020/index.html,ep-nl-q161bsmx7kzq-hgezftgqa7f2g8am.z02.azurefd.net,-1,0,1,1,0,0,2026-08-24T16:15:41.274680
273,http://battle.net,battle.net,-1,0,1,1,1,0,2026-08-24T16:15:36.265229
242,http://cnet.com/products/view/123,cnet.com,-1,0,1,1,1,0,2026-08-24T16:15:39.006383
293,http://dotloop.com,dotloop.com,-1,0,1,1,1,0,2026-08-24T16:15:41.274060
301,http://www.aaa.com/products/view/123?action=verify&token=abcxyz123abcxyz123abcxyz123abcxyz123abcxyz123abcxyz123abcxyz123abcxyz123,www.aaa.com,-1,0,1,1,0,0,2026-08-24T16:15:42.643955
297,http://www.consultant.ru/search?action=verify&token=abcxyz123abcxyz123abcxyz123abcxyz123abcxyz123abcxyz123abcxyz123abcxyz123,www.consultant.ru,-1,0,1,1,0,0,2026-08-24T16:15:42.147189
289,http://www.cimalight.co/index.html,www.cimalight.co,-1,0,1,1,0,0,2026-08-24T16:15:42.475430
309,http://awsdns-52.co.uk/index.html,awsdns-52.co.uk,-1,0,0,0,0,0,2026-08-24T16:15:45.499376
306,http://bcdnx.com/download,bcdnx.com,-1,0,0,0,0,0,2026-08-24T16:15:45.522200
260,https://allegro.1200000498.casa/lokalnie/home?id=1H5f9Q2H2G4n5v0T3O4X4R6X9z8a7j0h,allegro.1200000498.casa,-1,0,1,1,0,0,2026-08-24T16:15:42.666931
299,http://cernet.net/index.html?utm_source=newsletter&utm_medium=email,cernet.net,-1,0,0,0,0,0,2026-08-24T16:15:45.631932
302,http://hadiah-shopee177.blogspot.com/,hadiah-shopee177.blogspot.com,-1,0,1,1,0,0,2026-08-24T16:15:44.595756
295,http://clickup.com/search,clickup.com,-1,0,1,1,1,0,2026-08-24T16:15:44.285419
308,https://www.shopeeid182.blogspot.com/,www.shopeeid182.blogspot.com,-1,0,1,1,0,0,2026-08-24T16:15:45.799392
305,http://biglobe.ne.jp/blog/article-name-here,biglobe.ne.jp,-1,0,1,1,1,0,2026-08-24T16:15:45.574964
290,http://adkernel.com,adkernel.com,-1,0,1,1,1,0,2026-08-24T16:15:41.147975
298,http://aarp.org/search,aarp.org,-1,0,1,1,1,0,2026-08-24T16:15:42.882057
294,https://cgpgroup.co.za/,cgpgroup.co.za,-1,0,1,1,1,0,2026-08-24T16:15:42.720090
307,http://www.action1.com/login,www.action1.com,-1,0,1,1,0,0,2026-08-24T16:15:46.399542
310,http://collinsdictionary.com/products/view/123,collinsdictionary.com,-1,0,1,1,0,0,2026-08-24T16:15:46.955719
312,http://academia.edu,academia.edu,-1,0,1,1,1,0,2026-08-24T16:15:46.801797
313,http://9dedpmd8sg65nymbswvohc-ezdma0cvg7dng6ca.z03.azurefd.net/,9dedpmd8sg65nymbswvohc-ezdma0cvg7dng6ca.z03.azurefd.net,-1,0,1,1,0,0,2026-08-24T16:15:46.942119
316,http://cnn.io/wp-content/uploads/image.jpg,cnn.io,-1,0,0,0,1,0,2026-08-24T16:15:47.786723
304,http://www.blacktoon413.com/api/v1/users?q=test,www.blacktoon413.com,-1,0,1,1,0,0,2026-08-24T16:15:46.648602
311,http://www.facebook-visitantes.blogspot.com/?m=1,www.facebook-visitantes.blogspot.com,-1,0,1,1,0,0,2026-08-24T16:15:46.839727
314,http://shopee-sale255.blogspot.com/,shopee-sale255.blogspot.com,-1,0,1,1,0,0,2026-08-24T16:15:46.895220
315,https://www.268365h.com/,www.268365h.com,-1,0,0,0,0,0,2026-08-24T16:15:48.392520
318,http://canvas-user-content.com/api/v1/users?lang=en,canvas-user-content.com,-1,0,0,0,0,0,2026-08-24T16:15:48.466362
327,http://www.awsdns-34.co.uk/contact?q=test,www.awsdns-34.co.uk,-1,0,0,0,0,0,2026-08-24T16:15:48.479998
303,http://datagrail.io/index.html?ref=twitter,datagrail.io,-1,0,1,1,1,0,2026-08-24T16:15:46.401227
326,http://www.awsdns-22.co.uk/contact?id=123,www.awsdns-22.co.uk,-1,0,0,0,0,0,2026-08-24T16:15:48.541076
328,https://www.pt-shopee700.blogspot.com/,www.pt-shopee700.blogspot.com,-1,0,1,1,0,0,2026-08-24T16:15:48.769543
317,http://www.akc.org/assets/css/style.css?lang=en,www.akc.org,-1,0,1,1,0,0,2026-08-24T16:15:47.740484
319,http://cyon.ch/download?q=test,cyon.ch,-1,0,1,1,1,0,2026-08-24T16:15:48.619763
276,http://bhphotovideo.com/about,bhphotovideo.com,-1,0,1,1,1,0,2026-08-24T16:15:47.087356
322,http://ajax.systems,ajax.systems,-1,0,1,1,1,0,2026-08-24T16:15:47.565298
323,http://www.shopee-grand-prize-2021.blogspot.com/,www.shopee-grand-prize-2021.blogspot.com,-1,0,1,1,0,0,2026-08-24T16:15:47.753562
320,http://diretta.it/wp-content/uploads/image.jpg,diretta.it,-1,0,1,1,1,0,2026-08-24T16:15:48.779369
329,http://casa.it/wp-content/uploads/image.jpg,casa.it,-1,0,1,1,1,0,2026-08-24T16:15:50.017020
324,http://1024tera.com,1024tera.com,-1,0,1,1,0,0,2026-08-24T16:15:50.057710
321,http://adnkronos.com/assets/css/style.css,adnkronos.com,-1,0,0,0,1,0,2026-08-24T16:15:49.674943
325,http://china.com,china.com,-1,0,0,0,1,0,2026-08-24T16:15:55.030135
