sample_id,url,password_input_count,external_link_ratio,has_redirect,suspicious_text_count,cross_domain_form,collection_timestamp
266,http://www.crocobet.com/assets/css/style.css,0,0.0,0,0,0,2026-08-24T16:15:33.687506
267,https://www.logintoyahoo.blogspot.com/,0,0.0,0,0,0,2026-08-24T16:15:33.717501
258,http://codepen.io/index.html,0,0.0,1,0,0,2026-08-24T16:15:33.838428
269,https://www.shopeemart1212.blogspot.com/,0,0.0,0,0,0,2026-08-24T16:15:34.004954
268,http://www.undianshopee-2021.blogspot.com/,0,0.0,0,0,0,2026-08-24T16:15:34.829781
264,http://www.avito.ru/search,0,1.0,0,0,0,2026-08-24T16:15:35.108415
277,https://www.pt-shopee435.blogspot.com/,0,0.0,0,0,0,2026-08-24T16:15:35.148388
262,http://dw.com,0,0.0,0,0,0,2026-08-24T16:15:35.185514
270,http://www.ptshopee699.blogspot.com/,0,0.0,0,0,0,2026-08-24T16:15:35.216536
234,http://www.3m.com/wp-content/uploads/image.jpg,0,0.0,0,0,0,2026-08-24T16:15:35.440473
254,http://doofinder.com,0,0.0,0,0,0,2026-08-24T16:15:35.473528
220,http://cybertrust.com/register,0,0.0,0,0,0,2026-08-24T16:15:35.525092
265,http://cfe.mx/about,0,0.0,0,0,0,2026-08-24T16:15:35.794876
272,http://awsdns-57.net,0,0.0,0,0,0,2026-08-24T16:15:35.937167
275,http://www.awsdns-40.com/contact,0,0.0,0,0,0,2026-08-24T16:15:36.211364
274,http://www.ap.org/blog/article-name-here?lang=en,0,1.0,0,0,0,2026-08-24T16:15:36.300230
271,http://www.15847.xyz/,0,0.0,0,0,0,2026-08-24T16:15:36.686987
259,http://beeg.porn/contact?id=123,0,0.0,0,0,0,2026-08-24T16:15:36.828784
283,http://www.bigrockservers.com/register?redirect_url=https%3A%2F%2Fexample.com%2Fdashboard&session_id=abcdef1234567890abcdef1234567890,0,0.0,0,0,0,2026-08-24T16:15:37.069029
280,http://britishcouncil.org/api/v1/users?lang=en,0,0.0,0,0,0,2026-08-24T16:15:37.849831
239,http://adidas.com/assets/css/style.css?id=123,0,0.0,0,0,0,2026-08-24T16:15:38.099083
285,http://www.staking5portfolio.blogspot.com/,0,0.0,0,0,0,2026-08-24T16:15:38.114692
279,http://www.awsdns-61.net/contact,0,0.0,0,0,0,2026-08-24T16:15:38.138665
292,https://www.instagramcheck.blogspot.com/,0,0.0,0,0,0,2026-08-24T16:15:38.192828
288,http://pemenang67.blogspot.com/,0,0.0,0,0,0,2026-08-24T16:15:38.507028
257,http://www.chsi.com.cn/api/v1/users,0,0.0,0,0,0,2026-08-24T16:15:39.692028
282,http://www.arabxn.sex/products/view/123?utm_source=newsletter&utm_medium=email,0,0.0,0,0,0,2026-08-24T16:15:39.722355
284,http://contextweb.com/download?action=verify&token=abcxyz123abcxyz123abcxyz123abcxyz123abcxyz123abcxyz123abcxyz123abcxyz123,0,0.0,0,0,0,2026-08-24T16:15:39.999828
281,http://www.allsectech.com/blog/article-name-here,0,0.0,0,0,0,2026-08-24T16:15:40.162584
278,http://check24.de,0,0.8667,0,0,1,2026-08-24T16:15:40.626478
286,http://www.discord.com/search,0,0.5484,0,0,0,2026-08-24T16:15:41.404800
291,http://booking.com,0,0.0,0,1,0,2026-08-24T16:15:41.789663
287,http://aznude.com,0,0.0,0,0,0,2026-08-24T16:15:42.243607
300,http://www.af.mil/about,0,0.0,0,0,0,2026-08-24T16:15:42.676079
296,https://ep-nl-q161bsmx7kzq-hgezftgqa7f2g8am.z02.azurefd.net/Win20Errfb020/index.html,0,0.0,0,0,0,2026-08-24T16:15:42.795949
273,http://battle.net,0,0.0,0,0,0,2026-08-24T16:15:42.955137
242,http://cnet.com/products/view/123,0,0.0,0,0,0,2026-08-24T16:15:43.309894
293,http://dotloop.com,0,0.3077,0,0,0,2026-08-24T16:15:43.686807
301,http://www.aaa.com/products/view/123?action=verify&token=abcxyz123abcxyz123abcxyz123abcxyz123abcxyz123abcxyz123abcxyz123abcxyz123,0,0.0,0,0,0,2026-08-24T16:15:43.726375
297,http://www.consultant.ru/search?action=verify&token=abcxyz123abcxyz123abcxyz123abcxyz123abcxyz123abcxyz123abcxyz123abcxyz123,0,0.0,0,0,0,2026-08-24T16:15:44.561740
289,http://www.cimalight.co/index.html,0,1.0,0,0,0,2026-08-24T16:15:44.852192
309,http://awsdns-52.co.uk/index.html,0,0.0,0,0,0,2026-08-24T16:15:45.501774
306,http://bcdnx.com/download,0,0.0,0,0,0,2026-08-24T16:15:45.525816
260,https://allegro.1200000498.casa/lokalnie/home?id=1H5f9Q2H2G4n5v0T3O4X4R6X9z8a7j0h,0,1.0,0,0,0,2026-08-24T16:15:45.525616
299,http://cernet.net/index.html?utm_source=newsletter&utm_medium=email,0,0.0,0,0,0,2026-08-24T16:15:45.633428
302,http://hadiah-shopee177.blogspot.com/,0,0.0,0,0,0,2026-08-24T16:15:45.780127
295,http://clickup.com/search,0,0.1538,0,1,0,2026-08-24T16:15:45.806990
308,https://www.shopeeid182.blogspot.com/,0,0.0,0,0,0,2026-08-24T16:15:46.097484
305,http://biglobe.ne.jp/blog/article-name-here,0,0.0,0,0,0,2026-08-24T16:15:46.230780
290,http://adkernel.com,0,0.0,0,0,0,2026-08-24T16:15:46.318412
298,http://aarp.org/search,0,0.8864,0,6,0,2026-08-24T16:15:46.818966
294,https://cgpgroup.co.za/,0,1.0,0,0,0,2026-08-24T16:15:46.821840
307,http://www.action1.com/login,0,0.0,1,0,0,2026-08-24T16:15:46.879626
310,http://collinsdictionary.com/products/view/123,0,0.0,1,0,0,2026-08-24T16:15:47.180778
312,http://academia.edu,0,0.0,1,0,0,2026-08-24T16:15:47.560196
313,http://9dedpmd8sg65nymbswvohc-ezdma0cvg7dng6ca.z03.azurefd.net/,0,0.0,0,0,0,2026-08-24T16:15:47.599757
316,http://cnn.io/wp-content/uploads/image.jpg,0,0.0,0,0,0,2026-08-24T16:15:47.789128
304,http://www.blacktoon413.com/api/v1/users?q=test,0,0.0,0,0,0,2026-08-24T16:15:47.830618
311,http://www.facebook-visitantes.blogspot.com/?m=1,0,0.0,0,0,0,2026-08-24T16:15:47.869574
314,http://shopee-sale255.blogspot.com/,0,0.0,0,0,0,2026-08-24T16:15:47.934364
315,https://www.268365h.com/,0,0.0,0,0,0,2026-08-24T16:15:48.395367
318,http://canvas-user-content.com/api/v1/users?lang=en,0,0.0,0,0,0,2026-08-24T16:15:48.468114
327,http://www.awsdns-34.co.uk/contact?q=test,0,0.0,0,0,0,2026-08-24T16:15:48.482403
303,http://datagrail.io/index.html?ref=twitter,0,0.0,0,0,0,2026-08-24T16:15:48.535389
326,http://www.awsdns-22.co.uk/contact?id=123,0,0.0,0,0,0,2026-08-24T16:15:48.543011
328,https://www.pt-shopee700.blogspot.com/,0,0.0,0,0,0,2026-08-24T16:15:48.813050
317,http://www.akc.org/assets/css/style.css?lang=en,0,0.0,0,0,0,2026-08-24T16:15:48.833110
319,http://cyon.ch/download?q=test,0,0.0,0,0,0,2026-08-24T16:15:49.139583
276,http://bhphotovideo.com/about,0,0.0,0,0,0,2026-08-24T16:15:49.169326
322,http://ajax.systems,0,0.0,0,0,0,2026-08-24T16:15:49.333170
323,http://www.shopee-grand-prize-2021.blogspot.com/,0,0.0,0,0,0,2026-08-24T16:15:49.544671
320,http://diretta.it/wp-content/uploads/image.jpg,0,0.0,0,0,0,2026-08-24T16:15:49.628257
329,http://casa.it/wp-content/uploads/image.jpg,0,0.3824,0,0,0,2026-08-24T16:15:51.533243
324,http://1024tera.com,0,0.0,0,0,0,2026-08-24T16:15:52.015566
321,http://adnkronos.com/assets/css/style.css,0,0.216,0,0,0,2026-08-24T16:15:53.900915
325,http://china.com,0,0.0,0,0,0,2026-08-24T16:15:55.033028
